,Company,ReceiveOffer,RejectOffer,Deal_Yes,Deal_No,Number of Presenters,Eth1,Eth2,Eth3,Eth4,Eth5,Male1,Male2,Male3,Male4,Female1,Female2,Female3,Female4,Novelties,Health_Wellness,Food_Beverage,Business_Services,Lifestyle,Software_Tech,Education,Automotive,Fashion_Beauty,Entertainment,Fitness,Pet_Products,Travel,CleanTech,other,MalePresenter,FemalePresenter,MixedGenderPresenters,CompanyState,AmountRequested,EquityRequested,ImpliedValuationRequested,BarbaraCorcoran,MarkCuban,LoriGreiner,RobertHerjavec,DaymondJohn,KevinOLeary,KevinHarrington,Guest
100,UniKeyTechnologies,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,FL,5.00E+05,0.33,1515152,1,1,0,1,1,1,0,0
101,NitroforceIndustries,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,OH,250000,0.1,2500000,1,1,0,1,1,1,0,0
102,Remyxx,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NC,50000,0.1,5.00E+05,1,1,0,1,1,1,0,0
103,BodyWalking,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,AZ,1.00E+05,0.1,1.00E+06,1,1,0,1,1,1,0,0
104,BuggyBeds,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,MA,125000,0.07,1785714,1,1,0,1,1,1,0,0
105,eCreamery,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NE,250000,0.33,757576,1,1,0,1,1,1,0,0
106,CateApp,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CA,50000,0.05,1.00E+06,1,1,0,1,1,1,0,0
107,AlphaM,0,0,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,GA,50000,0.1,5.00E+05,1,1,0,1,1,1,0,0
108,SurfSetFitness,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NH,150000,0.1,1500000,1,1,0,1,1,1,0,0
109,LizLovelyCookies,0,0,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,VT,2.00E+05,0.1,2.00E+06,1,1,0,1,1,1,0,0
110,RockBands,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,FL,1.00E+05,0.2,5.00E+05,1,1,0,1,1,1,0,0
111,Back9Dips,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FL,150000,0.15,1.00E+06,0,1,1,1,1,1,0,0
112,TheSpatty,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,SC,50000,0.4,125000,1,1,0,1,1,1,0,0
113,FreakerUSA,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NC,2.00E+05,0.1,2.00E+06,1,1,0,1,1,1,0,0
114,PRO-NRG,1,0,1,0,2,2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NJ,250000,0.15,1666667,1,1,0,1,1,1,0,0
115,EcoNuts,0,0,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,175000,0.15,1166667,1,1,0,1,1,1,0,0
116,TheSBUUnicycle,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,WA,3.00E+05,0.1,3.00E+06,0,1,1,1,1,1,0,0
117,TheShemie,0,0,0,1,3,2,2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,60000,0.2,3.00E+05,0,1,1,1,1,1,0,0
118,TheBearTheRat,0,0,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,CO,125000,0.2,625000,0,1,1,1,1,1,0,0
119,NoFlyCone,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,25000,0.15,166667,0,1,1,1,1,1,0,0
120,CoolWazoo,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CA,65000,0.25,260000,0,1,1,1,1,1,0,0
121,DriveSuits,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,150000,0.2,750000,1,1,0,1,1,1,0,0
122,ReVestor,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,250000,0.1,2500000,1,1,0,1,1,1,0,0
123,PCClassesOnline,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,150000,0.15,1.00E+06,1,1,0,1,1,1,0,0
124,IceChipsCandy,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WA,250000,0.15,1666667,1,1,0,1,1,1,0,0
125,Ruckpack,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,75000,0.1,750000,1,1,0,1,1,1,0,0
126,CorksAway,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,105000,0.2,525000,1,1,0,1,1,1,0,0
127,TieTry,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.25,4.00E+05,1,1,0,1,1,1,0,0
128,PartiePoche,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CA,1.00E+05,0.2,5.00E+05,1,1,0,1,1,1,0,0
129,ARKEG,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+05,0.33,303030,0,1,1,1,1,1,0,0
130,HotTot,1,0,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CO,50000,0.15,333333,0,1,1,1,1,1,0,0
131,Dura-Tent,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,50000,0.3,166667,0,1,1,1,1,1,0,0
132,TeddyNeedsaBath,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,50000,0.1,5.00E+05,0,1,1,1,1,1,0,0
133,CoffeeJoulies,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NJ,150000,0.05,3.00E+06,0,1,1,1,1,1,0,0
134,SoundBender,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,MN,54000,0.26,207692,1,1,0,1,1,1,0,0
135,CuddleTunes,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,4.00E+05,0.2,2.00E+06,1,1,0,1,1,1,0,0
136,Bibbitec,0,0,0,1,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,FL,40000,0.14,285714,1,1,0,1,1,1,0,0
137,XeroShoes,1,1,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,CO,4.00E+05,0.08,5.00E+06,1,1,0,1,1,1,0,0
138,TheGreenGarmento,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,3.00E+05,0.2,1500000,1,1,0,1,1,1,0,0
139,MyColdSnap,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,50000,1,50000,1,1,0,1,1,1,0,0
140,HoodiePillow,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NJ,90000,0.15,6.00E+05,1,1,0,1,1,1,0,0
141,Grinds,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,75000,0.1,750000,1,1,0,1,1,1,0,0
142,Smartwheel,1,0,1,0,4,2,2,2,2,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NJ,1.00E+05,0.15,666667,1,1,0,1,1,1,0,0
143,PrettyPaddedRoom,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NY,1.00E+05,0.3,333333,1,1,0,1,1,1,0,0
144,HowDoYouRoll,1,0,1,0,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,1.00E+06,0.12,8333333,1,1,0,1,1,1,0,0
145,HipChix,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,TX,150000,0.35,428571,0,1,1,1,1,1,0,0
146,AddisonsWonderland,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GA,90000,0.2,450000,0,1,1,1,1,1,0,0
147,MuddyWaterCamo,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MS,150000,0.05,3.00E+06,0,1,1,1,1,1,0,0
148,ProofEyewear,1,1,0,1,3,2,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,ID,150000,0.1,1500000,0,1,1,1,1,1,0,0
149,PSIBands,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,250000,0.1,2500000,1,1,0,1,1,1,0,0
150,NeoInnovations,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CO,80000,0.2,4.00E+05,1,1,0,1,1,1,0,0
151,Cordaroys,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
152,Coolwraps,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,1.00E+05,0.4,250000,0,1,1,1,1,1,0,0
153,SimpleSugars,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,PA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
154,TraditionalFisheries,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MN,225000,0.25,9.00E+05,0,1,1,1,1,1,0,0
155,Liddup,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NV,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
156,RootSuit,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,LA,1.00E+05,0.15,666667,0,1,1,1,1,1,0,0
157,GobieH2O,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,3.00E+05,0.1,3.00E+06,0,1,1,1,1,1,0,0
158,MissionBelt,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,UT,50000,0.2,250000,0,1,1,1,1,1,0,0
159,ShellBobber,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,FL,80000,0.2,4.00E+05,0,1,1,1,1,1,0,0
160,WickedGoodCupcakes,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MA,75000,0.2,375000,0,1,1,1,1,1,0,0
161,nPowerPegKineticEnergyGenerator,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,OH,2.00E+06,0.22,9090909,0,1,1,1,1,1,0,0
162,MistoBox,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,AZ,75000,0.15,5.00E+05,0,1,1,1,1,1,0,0
163,VermontButcherBlockBoardCompany,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,VT,4.00E+05,0.25,1600000,0,1,1,1,1,1,0,0
164,Mee-MasLouisianaGumboBrick,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
165,KaZAMBikes,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,VA,3.00E+05,0.2,1500000,1,1,0,1,1,1,0,0
166,BabysBadassBurgers,0,0,0,1,4,2,2,2,2,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,FL,250000,0.3,833333,1,1,0,1,1,1,0,0
167,TrackDays,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,5.00E+06,0.34,14705882,1,1,0,1,1,1,0,0
168,PinkShutter,1,0,1,0,2,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,CA,3.00E+05,0.1,3.00E+06,1,1,0,1,1,1,0,0
169,StellaValle,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NJ,150000,0.25,6.00E+05,0,1,1,1,1,1,0,0
170,LugLess,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
171,ThreeDayRule,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,2.00E+05,0.1,2.00E+06,1,1,0,1,1,1,0,0
172,VerbalizeIt,1,0,1,0,3,4,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,250000,0.15,1666667,1,1,0,1,1,1,0,0
173,RyansBarkery,1,0,1,0,2,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,CT,25000,0.25,1.00E+05,1,1,0,1,1,1,0,0
174,RoloDoc,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AZ,50000,0.2,250000,1,1,1,1,0,1,0,0
175,Breathometer,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,CA,250000,0.1,2500000,0,1,1,1,1,1,0,0
176,MangoMango,1,0,0,1,3,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,VA,75000,0.2,375000,0,1,1,1,1,1,0,0
177,FairytaleWishes,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,IL,35000,0.33,106061,1,1,1,1,0,1,0,0
178,Freeloader,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,TX,2.00E+05,0.15,1333333,1,1,1,1,0,1,0,0
179,RapidRamenCooker,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,3.00E+05,0.1,3.00E+06,1,1,1,1,0,1,0,0
180,KooknKap,0,0,0,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,50000,0.2,250000,1,1,1,1,0,1,0,0
181,Scan.Me,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+06,0.05,2.00E+07,0,1,1,1,1,1,0,0
182,ScreenMend,1,0,1,0,3,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NY,30000,0.25,120000,0,1,1,1,1,1,0,0
183,VeggieMamaGardenPops,1,0,1,0,2,2,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,CA,75000,0.15,5.00E+05,1,1,1,1,0,1,0,0
184,RentAGoat,0,0,0,1,3,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,150000,0.25,6.00E+05,1,1,1,1,0,1,0,0
185,RuffleButtsandRuggedButts,1,0,1,0,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TX,6.00E+05,0.07,8571429,1,1,1,1,0,1,0,0
186,ElephantChat,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TX,50000,0.2,250000,0,1,1,1,1,1,0,0
187,FiberFix,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,90000,0.1,9.00E+05,0,1,1,1,1,1,0,0
188,180Cup,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,3.00E+05,0.15,2.00E+06,0,1,1,0,1,1,0,1
189,BetterLife,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MO,4.00E+05,0.07,5714286,0,1,1,0,1,1,0,1
190,TreeTPee,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,150000,0.2,750000,0,1,1,0,1,1,0,1
191,PaparazziProposals,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NY,250000,0.2,1250000,1,1,1,1,0,1,0,0
192,PetPaint,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,CA,2.00E+05,0.2,1.00E+06,1,1,1,1,0,1,0,0
193,MagicalMoments,0,0,0,1,3,4,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MI,5.00E+05,0.15,3333333,0,1,1,1,1,1,0,0
194,DoorBot,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,7.00E+05,0.1,7.00E+06,0,1,1,1,1,1,0,0
195,Slawsa,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NC,150000,0.15,1.00E+06,0,1,1,1,1,1,0,0
196,GraceLace,1,0,1,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TX,175000,0.1,1750000,1,1,1,1,0,1,0,0
197,Yubo,1,0,1,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CA,150000,0.15,1.00E+06,1,1,1,1,0,1,0,0
198,PurseCase,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,55000,0.12,458333,1,1,1,1,0,1,0,0
199,Fohawx,0,0,0,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NY,150000,0.3,5.00E+05,1,1,0,1,1,1,0,0
200,VirtuixOmni,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,TX,2.00E+06,0.1,2.00E+07,1,1,0,1,1,1,0,0
201,BubbasQBBQ,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,OH,3.00E+05,0.15,2.00E+06,1,1,0,1,1,1,0,0
202,Lite-Netics,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,125000,0.2,625000,0,1,1,1,1,1,0,0
203,CashmereHair,0,0,0,1,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,45000,0.15,3.00E+05,0,1,1,1,1,1,0,0
204,TipsyElves,1,0,1,0,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,0,1,1,1,1,1,0,0
205,BounceBootCamp,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,AZ,30000,0.2,150000,0,1,1,1,1,1,0,0
206,Eyebloc,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DC,50000,0.1,5.00E+05,0,1,1,1,1,1,0,0
207,WallRx,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,DE,150000,0.1,1500000,0,1,1,1,1,1,0,0
208,BalloonDistractions,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FL,250000,0.3,833333,1,1,1,1,0,1,0,0
209,Invisiplug,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,125000,0.1,1250000,1,1,1,1,0,1,0,0
210,AlaskaGlacialMudCo.,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,AK,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
211,LockerBones,1,0,1,0,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MS,175000,0.1,1750000,1,1,1,1,0,1,0,0
212,SwimZip,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,KS,60000,0.05,1200000,0,1,1,1,1,1,0,0
213,FitDeck,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,3.00E+05,0.2,1500000,0,1,1,1,1,1,0,0
214,Cycloramic,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,GA,90000,0.05,1800000,0,1,1,0,1,1,0,1
215,DDPYoga,0,0,0,1,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,GA,2.00E+05,0.05,4.00E+06,1,1,0,1,1,1,0,0
216,SouthernCultureArtisanFoods,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,GA,1.00E+05,0.25,4.00E+05,1,1,0,1,1,1,0,0
217,SpyEscapeandEvasion,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,1.00E+05,0.15,666667,1,1,0,1,1,1,0,0
218,Moberi,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,OR,50000,0.15,333333,1,1,0,1,1,1,0,0
