,Company,ReceiveOffer,RejectOffer,Deal_Yes,Deal_No,Number of Presenters,Eth1,Eth2,Eth3,Eth4,Eth5,Male1,Male2,Male3,Male4,Female1,Female2,Female3,Female4,Novelties,Health_Wellness,Food_Beverage,Business_Services,Lifestyle,Software_Tech,Education,Automotive,Fashion_Beauty,Entertainment,Fitness,Pet_Products,Travel,CleanTech,other,MalePresenter,FemalePresenter,MixedGenderPresenters,CompanyState,AmountRequested,EquityRequested,ImpliedValuationRequested,BarbaraCorcoran,MarkCuban,LoriGreiner,RobertHerjavec,DaymondJohn,KevinOLeary,KevinHarrington,Guest
219,ZipItBedding,0,0,0,1,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CA,75000,0.2,375000,1,1,1,1,0,1,0,0
220,Cheekd,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NY,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
221,Buzzy4Shots,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,GA,5.00E+05,0.05,1.00E+07,1,1,1,1,0,1,0,0
222,BufferBit,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,IL,75000,0.25,3.00E+05,0,1,1,1,1,1,0,0
223,U-Lace,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NY,2.00E+05,0.25,8.00E+05,0,1,1,1,1,1,0,0
224,iReTron,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
225,HenrysHumdingers,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WA,150000,0.25,6.00E+05,1,1,1,1,0,1,0,0
226,DefineBottle,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,VA,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
227,Chapul,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,50000,0.05,1.00E+06,1,1,0,1,1,1,0,0
228,Morninghead,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,MA,25000,0.2,125000,1,1,0,1,1,1,0,0
229,Packback,1,0,1,0,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,IL,2.00E+05,0.1,2.00E+06,1,1,0,1,1,1,0,0
230,GarageDoorLock,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,275000,0.3,916667,1,1,0,1,1,1,0,0
231,Plated,1,0,1,0,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,5.00E+05,0.04,12500000,1,1,1,1,0,1,0,0
232,MonkeyMat,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TX,1.00E+05,0.3,333333,1,1,1,1,0,1,0,0
233,LordNutLevington,0,0,0,1,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,5.00E+05,0.3,1666667,1,1,1,1,0,1,0,0
234,HappyFeet,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,KY,375000,0.15,2500000,1,1,1,1,0,1,0,0
235,HoldYourHaunches,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,GA,75000,0.2,375000,1,1,1,1,0,1,0,0
236,TaylorRobinsonMusic,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
237,QuickstopFireSprinklerTools,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,150000,0.1,1500000,0,1,1,1,1,1,0,0
238,Intelli-Stopper,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NV,250000,0.1,2500000,1,1,1,1,0,1,0,0
239,FortMagic,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,FL,75000,0.15,5.00E+05,1,1,1,1,0,1,0,0
240,iLumi,1,0,1,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,TX,350000,0.15,2333333,1,1,1,1,0,1,0,0
241,RuggedManiacObstacleRace,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,MA,1.00E+06,0.1,1.00E+07,1,1,0,1,1,1,0,0
242,CerebralSuccess,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,75000,0.2,375000,1,1,0,1,1,1,0,0
243,CrioBru,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,1.00E+06,0.1,1.00E+07,1,1,0,1,1,1,0,0
244,MosBows,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TN,50000,0.2,250000,1,1,0,1,1,1,0,0
245,HangEase,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,80000,0.3,266667,1,1,1,1,0,1,0,0
246,TheBouqsCompany,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,258000,0.03,8600000,1,1,1,1,0,1,0,0
247,Angellift,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,5.00E+05,0.1,5.00E+06,1,1,1,1,0,1,0,0
248,SustyParty,1,1,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NY,250000,0.1,2500000,1,1,1,1,0,1,0,0
249,BonAffair,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,150000,0.35,428571,1,1,0,1,1,1,0,0
250,HargittMarineServices,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,WA,250000,0.25,1.00E+06,1,1,0,1,1,1,0,0
251,OruKayak,1,0,1,0,3,4,4,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,5.00E+05,0.12,4166667,1,1,0,1,1,1,0,0
252,Cinnaholic,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,2.00E+05,0.2,1.00E+06,1,1,0,1,1,1,0,0
253,BakersEdge,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,IN,4.00E+05,0.2,2.00E+06,1,1,1,1,0,1,0,0
254,Tie-Not,1,1,0,1,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,IL,125000,0.1,1250000,1,1,1,1,0,1,0,0
255,FootFairy,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,75000,0.15,5.00E+05,1,1,1,1,0,1,0,0
256,BZBox,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,IL,50000,0.2,250000,1,1,1,1,0,1,0,0
257,Amber,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,DC,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
258,HammerNails,0,0,0,1,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,2.00E+05,0.2,1.00E+06,0,1,1,1,1,1,0,0
259,SleepingBaby,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,TX,2.00E+05,0.1,2.00E+06,0,1,1,1,1,1,0,0
260,TheFloatingMugCo.,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NC,75000,0.15,5.00E+05,1,1,1,1,0,1,0,0
261,KronosGolf,1,0,1,0,2,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,150000,0.15,1.00E+06,1,1,1,1,0,1,0,0
262,DrumPants,0,0,0,1,2,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,CA,150000,0.05,3.00E+06,0,1,1,1,1,1,0,0
263,SoapSox,1,1,0,1,2,1,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,CA,260000,0.1,2600000,0,1,1,1,1,1,0,0
264,HeartPup,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,CA,25000,0.1,250000,0,1,1,1,1,1,0,0
265,NinjaCards,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,IL,60000,0.3,2.00E+05,0,1,1,1,1,1,0,0
266,PaperBoxPilots,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,UT,35000,0.25,140000,1,1,1,1,0,1,0,0
267,Tablejacks,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,1.00E+05,0.25,4.00E+05,1,1,1,1,0,1,0,0
268,Reviver,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,TX,150000,0.05,3.00E+06,1,1,1,1,0,1,0,0
269,FunCakes,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,MI,285000,0.25,1140000,1,1,1,1,0,1,0,0
270,TheCaddyGirls,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NC,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
271,Sun-Staches,1,0,1,0,3,2,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,3.00E+05,0.05,6.00E+06,0,1,1,1,1,1,0,0
272,JungleJumparoo,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,UT,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
273,BeatBoxBeverages,1,0,1,0,3,2,2,2,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TX,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
274,EmergenSee,0,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,250000,0.1,2500000,1,1,1,1,0,1,0,0
275,TheOilerie,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WI,5.00E+05,0.35,1428571,1,1,1,1,0,1,0,0
276,MyselfBelts,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,MO,60000,0.1,6.00E+05,0,1,1,1,1,1,0,0
277,Beardbrand,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,4.00E+05,0.15,2666667,0,1,1,1,1,1,0,0
278,TITIN,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,GA,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
279,BottleBreacher,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,AZ,150000,0.1,1500000,0,1,1,1,1,1,0,0
280,manPACK,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,VA,2.00E+05,0.29,689655,0,1,1,1,1,1,0,0
281,SquattyPotty,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,UT,350000,0.05,7.00E+06,1,1,1,1,0,1,0,0
282,HeidiHo,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OR,125000,0.2,625000,1,1,1,1,0,1,0,0
283,StormStoppers,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
284,Pipsnacks,1,0,1,0,2,2,4,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NY,2.00E+05,0.1,2.00E+06,1,1,1,1,0,1,0,0
285,OfftheCob,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,1.00E+05,0.15,666667,0,1,1,0,1,1,0,1
286,GamedayCouture,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,OK,5.00E+05,0.2,2500000,0,1,1,1,1,1,0,0
287,Zipz,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CA,2500000,0.1,2.50E+07,0,1,1,1,1,1,0,0
288,biaggi,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,5.00E+05,0.3,1666667,0,1,1,1,1,1,0,0
289,Q-Flex,1,0,1,0,2,3,3,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,20000,0.2,1.00E+05,1,1,1,1,0,1,0,0
290,MenschonaBench,1,0,1,0,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,OH,150000,0.1,1500000,1,1,1,1,0,1,0,0
291,EveDrop,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NV,75000,0.2,375000,1,1,1,1,0,1,0,0
292,BantamBagels,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NY,275000,0.11,2500000,1,1,1,1,0,1,0,0
293,CoffeeMeetsBagel,0,0,0,1,3,3,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,5.00E+05,0.05,1.00E+07,1,1,1,1,0,1,0,0
294,evREwares,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,NC,1.00E+05,0.3,333333,1,1,1,1,0,1,0,0
295,Vestpakz,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,GA,50000,0.1,5.00E+05,1,1,1,1,0,1,0,0
296,ScratchGrainBakingCo.,1,0,1,0,2,2,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,OR,150000,0.2,750000,1,1,1,1,0,1,0,0
297,TurboPUP,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,OR,1.00E+05,0.2,5.00E+05,0,1,1,1,1,1,0,0
298,Napwell,0,0,0,1,2,4,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,1.00E+05,0.1,1.00E+06,0,1,1,1,1,1,0,0
299,GreenBox,1,0,1,0,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,NY,3.00E+05,0.1,3.00E+06,1,1,1,1,0,1,0,0
300,PhoneSoap,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,UT,3.00E+05,0.08,4.00E+06,1,1,1,1,0,1,0,0
301,VictoriasKitchen,0,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CA,2.00E+05,0.2,1.00E+06,1,1,1,1,0,1,0,0
302,FreshPatch,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,FL,150000,0.1,1500000,1,1,1,1,0,1,0,0
303,DrainStrain,1,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,MO,110000,0.15,733333,1,1,1,1,0,1,0,0
304,BedJet,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,RI,250000,0.1,2500000,1,1,1,1,0,1,0,0
305,BevBoy,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,SC,50000,0.15,333333,0,1,1,1,1,1,0,0
306,FunBites,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NY,75000,0.2,375000,0,1,1,1,1,1,0,0
307,Lumi,1,1,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CA,250000,0.05,5.00E+06,1,1,1,1,0,1,0,0
308,Boobypack,1,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,80000,0.2,4.00E+05,1,1,1,1,0,1,0,0
309,luminAID,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,MI,2.00E+05,0.1,2.00E+06,0,1,1,1,1,1,0,0
310,KeenHome,1,0,0,1,2,2,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,750000,0.1,7500000,0,1,1,1,1,1,0,0
311,TaalumaTotes,0,0,0,1,2,4,4,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,VA,110000,0.15,733333,0,1,1,1,1,1,0,0
312,BedRyder,0,0,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,GA,2.00E+05,0.15,1333333,1,1,1,1,0,1,0,0
313,TheTwinZPillow,1,0,0,1,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,GA,75000,0.1,750000,1,1,1,1,0,1,0,0
314,CocoJack,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,TX,125000,0.1,1250000,1,1,1,1,0,1,0,0
315,FrillClothing,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NC,1.00E+05,0.2,5.00E+05,1,1,1,1,0,1,0,0
316,Naja,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,CA,5.00E+05,0.05,1.00E+07,0,1,1,1,1,1,0,0
317,AquaVault,1,0,1,0,3,2,2,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,FL,75000,0.12,625000,0,1,1,1,1,1,0,0
318,BeeSweetLemonade,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TX,60000,0.1,6.00E+05,0,1,1,1,1,1,0,0
319,TheHomeT,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NY,250000,0.05,5.00E+06,0,1,1,1,1,1,0,0
320,BrandYourself,1,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NY,2.00E+06,0.14,14814815,0,1,1,1,1,1,0,0
321,ForusAthletics,0,0,0,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,IN,2.00E+05,0.15,1333333,0,1,1,1,1,1,0,0
322,PittMoss,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,PA,6.00E+05,0.25,2400000,1,1,1,1,0,1,0,0
323,NeatCheeks,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,CO,150000,0.2,750000,1,1,1,1,0,1,0,0
324,BeneaththeInk,0,0,0,1,2,1,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,CO,350000,0.1,3500000,1,1,1,1,0,1,0,0
325,SnagaStool,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,MA,120000,0.18,666667,0,1,1,1,1,1,0,0
326,ZinePak,1,0,1,0,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,NY,725000,0.1,7250000,0,1,1,1,1,1,0,0
327,BuckMason,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,CA,2.00E+05,0.08,2500000,0,1,1,1,1,1,0,0
328,WorldRecordStriperCompany,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CT,75000,0.2,375000,0,1,1,1,1,1,0,0
329,ThePaleoDietFoods,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CO,150000,0.2,750000,0,1,1,1,1,1,0,0
330,Frameri,1,1,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,OH,150000,0.04,4285714,0,1,1,1,1,1,0,0
331,SynDaverLabs,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,FL,3.00E+06,0.1,3.00E+07,1,1,1,1,0,1,0,0
332,SunscreenMist,0,0,0,1,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,MI,4.00E+05,0.15,2666667,1,1,1,1,0,1,0,0
333,YouKickAss,1,0,1,0,2,2,3,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WA,1.00E+05,0.1,1.00E+06,1,1,1,1,0,1,0,0
334,SharkWheel,1,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,CA,1.00E+05,0.05,2.00E+06,0,1,1,0,1,1,0,1
335,thebeebo,1,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.2,1.00E+06,0,1,1,1,0,1,0,1
336,SIGNALVAULT,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA,2.00E+05,0.125,1600000,0,1,1,1,0,1,0,1
337,McClaryBrothersDrinkingVinegars,0,0,0,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1.00E+05,0.15,666667,0,1,1,1,0,1,0,1
